orden,Intersecciones,Lat,Lon,hin,prioridad,tamaño,color
686,Rio Orinoco con Rio Guayalejo,25.6609115,-100.3705314,1.260869565,11,1,#c6cc14
687,Rio Suchiate con Laredo,25.6469945,-100.3813673,1.260869565,11,1,#c6cc14
688,Rio Tamazunchale con Rio Danubio,25.6548379,-100.3665484,1.260869565,11,1,#c6cc14
689,Jimenez con Lucio Blanco,25.6696902,-100.4088071,1.260869565,11,1,#c6cc14
690,Rio Tamesis con Rio Madeira,25.6633384,-100.3801977,1.260869565,11,1,#c6cc14
691,Rio Grijalva con Rio Danubio,25.6556876,-100.3693674,1.217391304,11,1,#c6cc14
692,Rio Rosas con Rio Hudson,25.656467,-100.360047,1.217391304,11,1,#c6cc14
693,L. Garza Ayala con Zaragoza,25.6604991,-100.4002904,1.217391304,11,1,#c6cc14
694,Rio Tamazunchale con Rio Sena,25.6528606,-100.3671842,1.217391304,11,1,#c6cc14
695,Cobalto con Division Del Norte,25.6822828,-100.4115304,1.173913043,11,1,#c6cc14
696,Gomez Morin con Janitzio,25.6270658,-100.371132,1.173913043,11,1,#c6cc14
697,Los Soles con Callejon Del Caballo,25.6544719,-100.3357138,1.173913043,11,1,#c6cc14
698,Rio Suchiate con Rio Rhin,25.6559906,-100.3780893,1.173913043,11,1,#c6cc14
699,Alfonso Reyes con Eugenio Garza Laguera,25.638133,-100.33785,1.130434783,11,1,#c6cc14
700,Callejon De Capellania con Privada Capellania,25.6639732,-100.3872281,1.130434783,11,1,#c6cc14
701,Rio Bravo con Rio Amazonas,25.664044,-100.377607,1.130434783,11,1,#c6cc14
702,Rio Mississippi con Rio Tamesis,25.662701,-100.380451,1.130434783,11,1,#c6cc14
703,Rio Tamesis con Rio Rhin,25.6572632,-100.3823555,1.130434783,11,1,#c6cc14
704,Rio Tigris con Priv. Molday,25.6460645,-100.3711486,1.130434783,11,1,#c6cc14
705,Emiliano Zapata con A. Ruiz Cortinez,25.681726,-100.405708,1.086956522,11,1,#c6cc14
706,Fuentes Del Valle con Via Luovise,25.6655842,-100.366615,1.086956522,11,1,#c6cc14
707,Jimenez con Cedros,25.66149505,-100.4099594,1.086956522,11,1,#c6cc14
708,Las Torres con Platino,25.680063,-100.416115,1.086956522,11,1,#c6cc14
709,Lomas Del Valle con Mirador De La Sierra,25.6402804,-100.3821389,1.086956522,11,1,#c6cc14
710,Manuel J. Clouthier con Aluminio,25.680829,-100.4165027,1.086956522,11,1,#c6cc14
711,Ricardo Margain con Santa Engracia,25.6518266,-100.3527816,1.086956522,11,1,#c6cc14
712,Roberto Garza Sada con Privada Roberto Garza Sada,25.635252,-100.360643,1.086956522,11,1,#c6cc14
713,Alfonso Reyes con Valle De Chipinque,25.6409231,-100.367945,1.043478261,11,1,#c6cc14
714,Benito Juarez con Antonio Lopez,25.6565449,-100.4062301,1.043478261,11,1,#c6cc14
715,Cobalto con Priv. Platino,25.6832541,-100.4157861,1.043478261,11,1,#c6cc14
716,Corregidora con Lopez Mateos,25.66637104,-100.4038721,1.043478261,11,1,#c6cc14
717,Emiliano Zapata con Anacleto Guerrero,25.682195,-100.406978,1.043478261,11,1,#c6cc14
718,Enrique Garcia Leal con Fierro,25.6784613,-100.417615,1.043478261,11,1,#c6cc14
719,Fuentes Del Valle con Primera De Monte Palatino,25.6654992,-100.361118,1.043478261,11,1,#c6cc14
720,Grafito con Cobre,25.684321,-100.413188,1.043478261,11,1,#c6cc14
721,Hidalgo con Privada Carranza,25.658978,-100.407952,1.043478261,11,1,#c6cc14
722,Jeronimo Siller con Treviño,25.6382843,-100.3702494,1.043478261,11,1,#c6cc14
723,L. Garza Ayala con Dalmonte,25.6634261,-100.4087577,1.043478261,11,1,#c6cc14
724,L. Garza Ayala con Rio Tamuin,25.6581302,-100.3937266,1.043478261,11,1,#c6cc14
725,Las Torres con Juan De Zumarraga,25.676774,-100.40061,1.043478261,11,1,#c6cc14
726,Las Torres con Titanio,25.679913,-100.415281,1.043478261,11,1,#c6cc14
727,Las Torres con Uranio,25.679824,-100.414875,1.043478261,11,1,#c6cc14
728,Lomas Del Valle con Rio Suchil,25.6485061,-100.3792364,1.043478261,11,1,#c6cc14
729,Morones Prieto con Rio Las Palmas,25.6676812,-100.3749464,1.043478261,11,1,#c6cc14
730,Ricardo Margain con Privada Villas De Sta Engarcia,25.6616077,-100.3526881,1.043478261,11,1,#c6cc14
731,Rio De La Plata con Rio Guayalejo,25.6589254,-100.3712663,1.043478261,11,1,#c6cc14
732,Rio Mississippi con Rio Mosela,25.663065,-100.383171,1.043478261,11,1,#c6cc14
733,Rio Suchiate con Cascada,25.6424927,-100.3829428,1.043478261,11,1,#c6cc14
734,Rio Tamesis con Rio De La Plata,25.6614041,-100.3809164,1.043478261,11,1,#c6cc14
735,Rio Tamuin con Rio Don,25.6568284,-100.3459156,1.043478261,11,1,#c6cc14
736,Bosques Del Valle con Bosques De Catemaco,25.64043033,-100.3732841,1,11,1,#c6cc14
737,Jimenez con Libertad,25.6666932,-100.407575,1,11,1,#c6cc14
738,Callejon De Capellania con Santa Monica,25.6646597,-100.3885498,0.956521739,11,1,#c6cc14
739,Rio Bravo con Via Angelica,25.666913,-100.376595,0.956521739,11,1,#c6cc14
740,Santa Barbara con 16 De Sep.,25.65676862,-100.3947976,0.956521739,11,1,#c6cc14
741,Grafito con Antimonio,25.6841144,-100.4127533,0.956521739,11,1,#c6cc14
742,Emiliano Zapata con Plan De Ayala,25.681951,-100.408423,0.913043478,11,1,#c6cc14
743,Fuentes Del Valle con Rio Suchiate,25.6655504,-100.374733,0.913043478,11,1,#c6cc14
744,Hidalgo con 16 De Sep.,25.660988,-100.407142,0.913043478,11,1,#c6cc14
745,Jimenez con Maria Cantu,25.66909119,-100.4087476,0.913043478,11,1,#c6cc14
746,L. Garza Ayala con Justo Sierra,25.653249,-100.382483,0.913043478,11,1,#c6cc14
747,Emiliano Zapata con Miguel Aleman,25.681977,-100.406027,0.869565217,11,1,#c6cc14
748,Via Savotino con Via Salaria,25.662712,-100.3637393,0.869565217,11,1,#c6cc14
749,Benito Juarez con L. Garza Ayala,25.6617316,-100.40386,0.826086957,11,1,#c6cc14
750,Corregidora con L. Garza Ayala,25.662295,-100.405591,0.826086957,11,1,#c6cc14
751,Hidalgo con Emilio Carranza,25.6585673,-100.4081052,0.826086957,11,1,#c6cc14
752,Alfonso Reyes con Bos. De Viena,25.643298,-100.374954,0.812777285,11,1,#c6cc14
753,Hidalgo con Independencia,25.666657,-100.404717,0.782608696,11,1,#c6cc14
754,L. Garza Ayala con Degollado,25.6574417,-100.3914042,0.782608696,11,1,#c6cc14
755,Calzada Del Rosario con Santa Cecilia,25.64840711,-100.388946,0.739130435,11,1,#c6cc14
756,Hidalgo con 2 De Abril,25.659379,-100.407775,0.739130435,11,1,#c6cc14
757,L. Garza Ayala con Matamoros,25.6592895,-100.3967464,0.739130435,11,1,#c6cc14
758,Manuel J. Clouthier con Ruiz Cortines,25.6788948,-100.4068806,0.739130435,11,1,#c6cc14
759,Rio De La Plata con Rio Salinas,25.6568453,-100.3645325,0.739130435,11,1,#c6cc14
760,Rio Orinoco con Rio Balsas,25.6617207,-100.3733716,0.739130435,11,1,#c6cc14
761,Cobalto con Antimonio,25.6827559,-100.4127249,0.695652174,11,1,#c6cc14
762,Gomez Morin con Uxmal,25.6210279,-100.3655562,0.695652174,11,1,#c6cc14
763,Grafito con Carbono,25.6844771,-100.4139929,0.695652174,11,1,#c6cc14
764,Jimenez con Los Fresnos,25.66070068,-100.41027,0.695652174,11,1,#c6cc14
765,Jose Vasconcelos con Montes Urales,25.65405005,-100.3407041,0.695652174,11,1,#c6cc14
766,L. Garza Ayala con Guerrero,25.6581302,-100.3937266,0.695652174,11,1,#c6cc14
767,Porfirio Diaz con Hidalgo,25.66423,-100.405791,0.695652174,11,1,#c6cc14
768,Real San Agustin con Lirios,25.6303831,-100.337864,0.695652174,11,1,#c6cc14
769,Rio Bravo con Rio Las Palmas,25.667096,-100.376544,0.695652174,11,1,#c6cc14
770,Rio Bravo con Rio Potomac,25.661428,-100.378535,0.695652174,11,1,#c6cc14
771,Rio Suchiate con Rio Nilo,25.6549948,-100.3784314,0.695652174,11,1,#c6cc14
772,Rio Tamuin con Rio Mayo,25.6579345,-100.345426,0.695652174,11,1,#c6cc14
773,Plutarco Elias Calles con Hacienda Del Valle,25.647134,-100.3849892,0.652173913,11,1,#c6cc14
774,Rio Suchiate con Tuxtepec,25.6415831,-100.3832726,0.608695652,11,1,#c6cc14
775,Los Soles con Torrevillas,25.6540578,-100.3347163,0.608695652,11,1,#c6cc14
776,Montes Rocallosos con Sierra Mijes,25.654997,-100.343743,0.608695652,11,1,#c6cc14
777,Cobalto con Plata,25.6831037,-100.4144069,0.565217391,11,1,#c6cc14
778,Corregidora con Galeana,25.661491,-100.405931,0.565217391,11,1,#c6cc14
779,Hidalgo con Galeana,25.661825,-100.406834,0.565217391,11,1,#c6cc14
780,L. Garza Ayala con Lic. Verdad,25.6645798,-100.4121478,0.565217391,11,1,#c6cc14
781,Lazaro Cardenas con Savila,25.661458,-100.35018,0.565217391,11,1,#c6cc14
782,Bosques Del Valle con Prol. Maria De Los Angeles,25.64489121,-100.3730972,0.52173913,11,1,#c6cc14
783,Bosques Del Valle con Sierra De Juarez,25.640162,-100.373339,0.52173913,11,1,#c6cc14
784,Callejon De Capellania con Mimbre,25.666936,-100.3942906,0.52173913,11,1,#c6cc14
785,Fuentes Del Valle con Via Julio Cesar,25.6636832,-100.354391,0.52173913,11,1,#c6cc14
786,Grafito con Sodio,25.6839202,-100.4123105,0.52173913,11,1,#c6cc14
787,Hidalgo con Priv. Parque,25.661394,-100.406981,0.52173913,11,1,#c6cc14
788,L. Garza Ayala con Diego De Montemayor,25.6589839,-100.3958712,0.52173913,11,1,#c6cc14
789,Los Soles con Mirador Del Campestre,25.6551246,-100.3372677,0.52173913,11,1,#c6cc14
790,Manuel J. Clouthier con Carbono,25.6803148,-100.4139664,0.52173913,11,1,#c6cc14
791,Plutarco Elias Calles con Laredo,25.648654,-100.3842298,0.52173913,11,1,#c6cc14
792,Porfirio Diaz con Gral Naranjo,25.6615331,-100.3978226,0.52173913,11,1,#c6cc14
793,Real San Agustin con Jaguarundi,25.6345616,-100.336001,0.52173913,11,1,#c6cc14
794,Rio Mississippi con Rio Balsas,25.660874,-100.374162,0.52173913,11,1,#c6cc14
795,Rio Missouri con Via Lata,25.66159,-100.365319,0.52173913,11,1,#c6cc14
796,Rio Moctezuma con Rio Danubio,25.653878,-100.363761,0.52173913,11,1,#c6cc14
797,Benito Juarez con Puebla,25.6569487,-100.406037,0.47826087,11,1,#c6cc14
798,Emiliano Zapata con Luis Cabrera,25.681994,-100.410286,0.47826087,11,1,#c6cc14
799,Fuentes Del Valle con Via Appia,25.6653808,-100.365367,0.47826087,11,1,#c6cc14
800,Hidalgo con Priv. Hidalgo,25.6605743,-100.4072809,0.47826087,11,1,#c6cc14
801,Jeronimo Siller con Cerro Prieto,25.6376449,-100.3704499,0.47826087,11,1,#c6cc14
802,Jimenez con Granada,25.6670235,-100.4070724,0.47826087,11,1,#c6cc14
803,Jimenez con Niños Heroes,25.668238,-100.4053551,0.47826087,11,1,#c6cc14
804,L. Garza Ayala con A. Siller,25.6652296,-100.4150926,0.47826087,11,1,#c6cc14
805,Las Torres con Alejandro Vi,25.676411,-100.398862,0.47826087,11,1,#c6cc14
806,Rio Bravo con Rio Nilo,25.655624,-100.38059,0.47826087,11,1,#c6cc14
807,Rio Missouri con Rio Tamesis,25.66565,-100.379405,0.47826087,11,1,#c6cc14
808,Rio Moctezuma con Rio Caura,25.654451,-100.363544,0.47826087,11,1,#c6cc14
809,Rio Orinoco con Rio Suchiate,25.662772,-100.375674,0.47826087,11,1,#c6cc14
810,Rio Suchiate con Priv. Tuxtepec,25.6409908,-100.3834643,0.47826087,11,1,#c6cc14
811,Rio Suchiate con Rio De La Plata,25.6601454,-100.3766105,0.47826087,11,1,#c6cc14
812,Rio Suchiate con Rio Potomac,25.6608061,-100.3763717,0.47826087,11,1,#c6cc14
813,Roberto Garza Sada con Bosques Mexicanos,25.6361306,-100.373359,0.47826087,11,1,#c6cc14
814,Roberto Garza Sada con Priv. Colina Azul,25.6376642,-100.378167,0.47826087,11,1,#c6cc14
815,L. Garza Ayala con Los Aldama,25.6620002,-100.4046964,0.434782609,11,1,#c6cc14
816,Bosques Del Valle con Bosques De Irlanda,25.63729,-100.373572,0.391304348,11,1,#c6cc14
817,Bosques Del Valle con Bosques De Tahiti,25.6441,-100.372774,0.391304348,11,1,#c6cc14
818,Hidalgo con Niños Heroes,25.667646,-100.404087,0.391304348,11,1,#c6cc14
819,L. Garza Ayala con Natividad Garcia,25.665097,-100.414536,0.391304348,11,1,#c6cc14
820,Porfirio Diaz con Genaro Garza Garcia,25.6610753,-100.3969609,0.391304348,11,1,#c6cc14
821,Roberto Garza Sada con Juan Crouset,25.6353547,-100.365014,0.391304348,11,1,#c6cc14
822,Lazaro Cardenas con Sierra Leona,25.658566,-100.343759,0.347826087,11,1,#c6cc14
823,Lomas Del Valle con Priv. Laredo,25.6472026,-100.3797001,0.347826087,11,1,#c6cc14
824,Rio Moctezuma con Via Savotino,25.661856,-100.360916,0.347826087,11,1,#c6cc14
825,Rio Suchiate con Rio Missouri,25.6644027,-100.3751286,0.347826087,11,1,#c6cc14
826,Rio Tigris con Maria De Los Angeles,25.6448688,-100.3711017,0.347826087,11,1,#c6cc14
827,Rio Tigris con Rio Brenta,25.6477842,-100.3710997,0.347826087,11,1,#c6cc14
828,Alfonso Reyes con Frente Colegio Cecvac,25.639717,-100.341675,0.304347826,11,1,#c6cc14
829,Benito Juarez con Fco. I. Madero,25.67203874,-100.3971317,0.304347826,11,1,#c6cc14
830,Bosques Del Valle con Bosques De Francia,25.644616,-100.372933,0.304347826,11,1,#c6cc14
831,Bosques Del Valle con Bosques De Saigon,25.638061,-100.373453,0.304347826,11,1,#c6cc14
832,Corregidora con Eulalio Guzman,25.679118,-100.401905,0.304347826,11,1,#c6cc14
833,Corregidora con Priv. Parque,25.657882,-100.40738,0.304347826,11,1,#c6cc14
834,Corregidora con Puebla,25.657472,-100.407547,0.304347826,11,1,#c6cc14
835,Diaz Ordaz con Paseo Del Molino,25.674881,-100.399687,0.304347826,11,1,#c6cc14
836,Emiliano Zapata con Fco. Cardenas,25.682125,-100.407289,0.304347826,11,1,#c6cc14
837,Genaro Garza Garcia con Risco,25.651551,-100.401316,0.304347826,11,1,#c6cc14
838,Hidalgo con Privada Sierra Madre,25.658171,-100.408247,0.304347826,11,1,#c6cc14
839,Jeronimo Siller con Sierra De Juarez,25.6392496,-100.3699387,0.304347826,11,1,#c6cc14
840,L. Garza Ayala con Gral. Treviño,25.6602027,-100.3994312,0.304347826,11,1,#c6cc14
841,Lazaro Cardenas con Privada Villas De Santa Engracia,25.66212572,-100.3535162,0.304347826,11,1,#c6cc14
842,Lomas Del Valle con Privada Usumacinta,25.6489699,-100.379071,0.304347826,11,1,#c6cc14
843,Porfirio Diaz con Abasolo,25.6648453,-100.4075549,0.304347826,11,1,#c6cc14
844,Rio De La Plata con Rio Potosi,25.6564489,-100.3637617,0.304347826,11,1,#c6cc14
845,Rio Orinoco con Rio San Juan,25.6612565,-100.3717909,0.304347826,11,1,#c6cc14
846,Rio Suchiate con Rio Suchil,25.6479055,-100.3809681,0.304347826,11,1,#c6cc14
847,Rio Tamesis con Rio Navia,25.6663,-100.379158,0.304347826,11,1,#c6cc14
848,Alfonso Reyes con Priv. Rio Akumal,25.6390177,-100.356325,0.260869565,11,1,#c6cc14
849,Alfonso Reyes con Prol. Monte Falco,25.6544794,-100.401997,0.260869565,11,1,#c6cc14
850,Calzada Del Rosario con Genoveva,25.64619235,-100.3898083,0.260869565,11,1,#c6cc14
851,Calzada Del Rosario con Maria De Los Angeles,25.6444805,-100.3889342,0.260869565,11,1,#c6cc14
852,Calzada Del Rosario con Santa Martha,25.64947269,-100.3879596,0.260869565,11,1,#c6cc14
853,Corregidora con Fco. I. Madero,25.680591,-100.401756,0.260869565,11,1,#c6cc14
854,Corregidora con Parque,25.661096,-100.406087,0.260869565,11,1,#c6cc14
855,Diaz Ordaz con Paseo Del Seminario,25.674909,-100.39808,0.260869565,11,1,#c6cc14
856,Emiliano Zapata con R. Gonzalez Garza,25.682091,-100.410686,0.260869565,11,1,#c6cc14
857,Eugenio Garza Laguera con Callejon De Las Privanzas,25.63956321,-100.3200654,0.260869565,11,1,#c6cc14
858,Genaro Garza Garcia con Peñas,25.6520932,-100.4010601,0.260869565,11,1,#c6cc14
859,Genaro Garza Garcia con Puebla,25.6548028,-100.3998277,0.260869565,11,1,#c6cc14
860,Gomez Morin con Loma Blanca,25.6342646,-100.3637396,0.260869565,11,1,#c6cc14
861,Gomez Morin con Versalles,25.62660899,-100.3652761,0.260869565,11,1,#c6cc14
862,Guillermo Prieto con Puebla,25.6532724,-100.3953984,0.260869565,11,1,#c6cc14
863,Jeronimo Siller con Cerrada De Los Nogales,25.6425065,-100.3688867,0.260869565,11,1,#c6cc14
864,Jeronimo Siller con El Duomo,25.6363055,-100.3705501,0.260869565,11,1,#c6cc14
865,Jeronimo Siller con Torre De Pisa,25.6370785,-100.370643,0.260869565,11,1,#c6cc14
866,Jose Vasconcelos con Priv. Carranza,25.6513135,-100.3747211,0.260869565,11,1,#c6cc14
867,L. Garza Ayala con Priv. Acuerdos,25.6649222,-100.4138105,0.260869565,11,1,#c6cc14
868,Las Torres con Aluminio,25.680151,-100.41653,0.260869565,11,1,#c6cc14
869,Manuel J. Clouthier con Andador De Corregidora,25.6779109,-100.4023703,0.260869565,11,1,#c6cc14
870,Plutarco Elias Calles con Privada 1,25.6475362,-100.3850872,0.260869565,11,1,#c6cc14
871,Rio Bravo con Rio Madeira,25.662752,-100.378088,0.260869565,11,1,#c6cc14
872,Rio De La Plata con Rio De La Silla,25.6624406,-100.3828868,0.260869565,11,1,#c6cc14
873,Rio De La Plata con Rio La Silla,25.6570819,-100.3650269,0.260869565,11,1,#c6cc14
874,Rio De La Plata con Rio Pilon,25.6596154,-100.3736153,0.260869565,11,1,#c6cc14
875,Rio De La Plata con Rio San Juan,25.6592537,-100.3724434,0.260869565,11,1,#c6cc14
876,Rio Mississippi con Rio San Juan,25.660254,-100.372131,0.260869565,11,1,#c6cc14
877,Rio Missouri con Via Clodia,25.664089,-100.374002,0.260869565,11,1,#c6cc14
878,Rio Suchiate con Corona,25.6433883,-100.3826206,0.260869565,11,1,#c6cc14
879,Rio Suchiate con Palmas,25.6373852,-100.3848944,0.260869565,11,1,#c6cc14
880,Rio Suchiate con Rio Madeira,25.6621223,-100.3759151,0.260869565,11,1,#c6cc14
881,Rio Tamesis con Palmas,25.667084,-100.378907,0.260869565,11,1,#c6cc14
882,Rio Tamesis con Rio Elba,25.6561244,-100.382758,0.260869565,11,1,#c6cc14
883,Rio Tamesis con Rio Las Palmas,25.6670869,-100.3789091,0.260869565,11,1,#c6cc14
884,Rio Tamuin con Rio Atoyac,25.6563219,-100.3461596,0.260869565,11,1,#c6cc14
885,Roberto Garza Sada con Maria De Los Angeles,25.6353529,-100.368763,0.260869565,11,1,#c6cc14
886,Roberto Garza Sada con Priv. Rio Akumal,25.63554,-100.355942,0.260869565,11,1,#c6cc14
887,Roberto Garza Sada con Privada Del Retorno,25.6391586,-100.3834,0.260869565,11,1,#c6cc14
888,Via Savotino con Tiberio Graco,25.6618626,-100.3609126,0.260869565,11,1,#c6cc14
889,Alfonso Reyes con Herradura,25.6469955,-100.383154,0.217391304,11,1,#c6cc14
890,Rio Bravo con Rio Danubio,25.658599,-100.379541,0.173913043,11,1,#c6cc14
891,Rio Bravo con Rio Navia,25.665683,-100.377048,0.173913043,11,1,#c6cc14
892,Rio Tigris con Rio Ebro,25.6491327,-100.3711398,0.173913043,11,1,#c6cc14
893,Lazaro Cardenas con Paseo Elizabeth,25.641438,-100.317146,0.130434783,11,1,#c6cc14
894,Roberto Garza Sada con A. Gonzalez,25.6352667,-100.367619,0.130434783,11,1,#c6cc14
895,Alfonso Reyes con Centenario,25.6465736,-100.382453,0.086956522,11,1,#c6cc14
896,Alfonso Reyes con Priv. J.I. Ramon,25.653045,-100.397778,0.086956522,11,1,#c6cc14
897,Corregidora con Las Torres,25.677908,-100.402368,0.086956522,11,1,#c6cc14
898,Corregidora con Lerdo De Tejada,25.678594,-100.402112,0.086956522,11,1,#c6cc14
899,Corregidora con Rincon De Las Mitras,25.6684308,-100.4029949,0.086956522,11,1,#c6cc14
900,Fuentes Del Valle con Monte Esquilino,25.6645205,-100.359026,0.086956522,11,1,#c6cc14
901,Fuentes Del Valle con Via Trionfa,25.663154,-100.3575,0.086956522,11,1,#c6cc14
902,Gomez Morin con Via Julio Cesar,25.66363177,-100.3537023,0.086956522,11,1,#c6cc14
903,Grafito con Plata,25.6844809,-100.4144176,0.086956522,11,1,#c6cc14
904,Jeronimo Siller con Profa. Enedina Garcia,25.6477696,-100.3671679,0.086956522,11,1,#c6cc14
905,L. Garza Ayala con Epigmenio Garcia,25.6653097,-100.4155127,0.086956522,11,1,#c6cc14
906,Lazaro Cardenas con Paseo Sandra,25.640618,-100.315853,0.086956522,11,1,#c6cc14
907,Manuel J. Clouthier con Colinas Del Valle,25.6755983,-100.3967359,0.086956522,11,1,#c6cc14
908,Plutarco Elias Calles con Privada 16 De Septiembre,25.6513898,-100.3826233,0.086956522,11,1,#c6cc14
909,Porfirio Diaz con Diego De Montemayor,25.6606054,-100.3951184,0.086956522,11,1,#c6cc14
910,Real San Agustin con Ant. Cam A San Agustin,25.6318616,-100.336784,0.086956522,11,1,#c6cc14
911,Rio Mississippi con Rio Pilon,25.660602,-100.373252,0.086956522,11,1,#c6cc14
912,Rio Missouri con Rio Guayalejo,25.662914,-100.369913,0.086956522,11,1,#c6cc14
913,Rio Suchiate con Usumacinta,25.6492124,-100.380405,0.086956522,11,1,#c6cc14
914,Rio Tigris con Privada Rio Tigris,25.6441167,-100.3710834,0.086956522,11,1,#c6cc14
915,Santa Barbara con Priv. Isaac Garza,25.65718111,-100.394617,0.086956522,11,1,#c6cc14
916,Gomez Morin con Teotihuacan,25.6227064,-100.3690304,0.043478261,11,1,#c6cc14
